[ 0, 1, 10, 40, 7, 16, 17, 43, 50, 52, 18, 44, 54 ],1
[ 0, 1, 10, 40, 7, 16, 17, 43, 52, 18, 44, 51, 54 ],1
[ 0, 1, 10, 40, 7, 16, 17, 43, 52, 18, 44, 53, 54 ],1
[ 0, 1, 10, 40, 7, 16, 49, 17, 43, 52, 18, 51, 54 ],1
[ 0, 1, 10, 40, 7, 16, 17, 43, 52, 18, 51, 53, 54 ],1
[ 0, 1, 10, 40, 7, 16, 17, 50, 52, 18, 44, 53, 54 ],1
[ 0, 1, 10, 40, 7, 16, 17, 52, 18, 44, 51, 53, 54 ],1
[ 0, 1, 10, 40, 7, 16, 17, 50, 52, 18, 51, 53, 54 ],1
[ 0, 1, 10, 7, 16, 42, 17, 43, 50, 52, 18, 44, 54 ],1
[ 0, 1, 10, 7, 16, 42, 17, 43, 52, 18, 44, 51, 54 ],1
[ 0, 1, 10, 7, 16, 42, 17, 43, 52, 18, 51, 53, 54 ],1
[ 0, 1, 10, 7, 16, 42, 17, 50, 52, 18, 44, 53, 54 ],1
[ 0, 1, 10, 7, 16, 42, 17, 52, 18, 44, 51, 53, 54 ],1
[ 0, 1, 10, 7, 16, 42, 17, 50, 52, 18, 51, 53, 54 ],1
[ 0, 1, 10, 7, 16, 49, 17, 43, 50, 52, 18, 44, 54 ],1
[ 0, 1, 10, 7, 16, 49, 17, 43, 52, 18, 44, 51, 54 ],1
[ 0, 1, 10, 7, 16, 49, 17, 43, 52, 18, 44, 53, 54 ],1
[ 0, 1, 10, 7, 16, 17, 43, 50, 52, 18, 44, 53, 54 ],1
[ 0, 1, 10, 7, 16, 49, 17, 43, 50, 52, 18, 53, 54 ],1
[ 0, 1, 10, 40, 7, 16, 17, 43, 50, 52, 44, 53, 54 ],1
[ 0, 1, 10, 40, 7, 16, 17, 43, 52, 44, 51, 53, 54 ],1
[ 0, 1, 10, 7, 16, 17, 43, 50, 52, 44, 51, 53, 54 ],1
[ 0, 1, 10, 40, 7, 16, 42, 43, 50, 52, 18, 53, 54 ],1
[ 0, 1, 10, 40, 7, 16, 42, 50, 52, 18, 51, 53, 54 ],1
[ 0, 1, 10, 40, 7, 16, 50, 52, 18, 44, 51, 53, 54 ],1
[ 0, 1, 10, 7, 16, 42, 49, 43, 50, 52, 18, 44, 54 ],1
[ 0, 1, 10, 7, 16, 42, 43, 50, 52, 18, 51, 53, 54 ],1
[ 0, 1, 10, 7, 16, 42, 50, 52, 18, 44, 51, 53, 54 ],1
[ 0, 1, 10, 40, 7, 16, 43, 50, 52, 44, 51, 53, 54 ],1
[ 0, 1, 10, 40, 7, 42, 17, 43, 50, 52, 18, 44, 54 ],1
[ 0, 1, 10, 40, 7, 42, 17, 43, 52, 18, 44, 53, 54 ],1
[ 0, 1, 10, 40, 7, 42, 17, 50, 52, 18, 44, 53, 54 ],1
[ 0, 1, 10, 40, 7, 42, 17, 52, 18, 44, 51, 53, 54 ],1
[ 0, 1, 10, 40, 7, 42, 17, 50, 52, 18, 51, 53, 54 ],1
[ 0, 1, 10, 40, 7, 49, 17, 43, 50, 52, 18, 44, 54 ],1
[ 0, 1, 10, 40, 7, 49, 17, 43, 52, 18, 44, 51, 54 ],1
[ 0, 1, 10, 5, 14, 40, 7, 42, 8, 17, 43, 50, 52, 9, 18, 44, 53, 54 ],1
[ 0, 1, 10, 40, 7, 49, 17, 43, 52, 18, 44, 53, 54 ],1
[ 0, 1, 10, 40, 7, 17, 43, 50, 52, 18, 44, 53, 54 ],1
[ 0, 1, 10, 5, 14, 7, 16, 42, 17, 43, 52, 18, 44, 53, 54 ],1
[ 0, 1, 10, 40, 7, 17, 43, 52, 18, 44, 51, 53, 54 ],1
[ 0, 1, 10, 40, 7, 17, 50, 52, 18, 44, 51, 53, 54 ],1
[ 0, 1, 10, 7, 42, 17, 43, 50, 52, 18, 51, 53, 54 ],1
[ 0, 1, 10, 40, 7, 17, 43, 50, 52, 44, 51, 53, 54 ],1
[ 0, 1, 10, 40, 7, 42, 49, 43, 52, 18, 44, 51, 54 ],1
[ 0, 5, 14, 40, 7, 17, 43, 52, 9, 18, 44, 53, 54 ],1
[ 0, 1, 10, 40, 7, 42, 49, 43, 52, 18, 44, 53, 54 ],1
[ 0, 1, 10, 40, 7, 42, 43, 52, 18, 44, 51, 53, 54 ],1
[ 0, 1, 10, 40, 7, 49, 43, 52, 18, 44, 51, 53, 54 ],1
[ 0, 1, 14, 40, 7, 16, 42, 17, 50, 52, 18, 44, 54 ],1
[ 0, 1, 14, 40, 7, 16, 42, 17, 50, 52, 18, 53, 54 ],1
[ 0, 1, 14, 40, 7, 16, 17, 43, 52, 18, 51, 53, 54 ],1
[ 0, 1, 14, 40, 7, 16, 17, 52, 18, 44, 51, 53, 54 ],1
